date,platform,content_type,reach,likes,comments,shares,clicks,conversions,engagement,engagement_rate,conversion_rate,hour,day_of_week,month
2024-03-24 18:00:00,Twitter,Story,3535,273,83,152,93,7,508,14.37,0.198,18,Sunday,2024-03
2024-03-24 20:00:00,Twitter,Text,1208,123,9,37,24,5,169,13.99,0.414,20,Sunday,2024-03
2024-03-24 22:00:00,Facebook,Video,4352,468,63,213,315,21,744,17.1,0.483,22,Sunday,2024-03
2024-03-25 00:00:00,Instagram,Carousel,6553,857,63,303,252,76,1223,18.66,1.16,0,Monday,2024-03
2024-03-25 02:00:00,Twitter,Video,4362,297,104,52,272,29,453,10.39,0.665,2,Monday,2024-03
2024-03-25 04:00:00,Instagram,Image,3275,362,28,105,115,37,495,15.11,1.13,4,Monday,2024-03
2024-03-25 06:00:00,Facebook,Image,2702,115,24,53,121,9,192,7.11,0.333,6,Monday,2024-03
2024-03-25 08:00:00,Facebook,Image,3667,407,60,49,226,10,516,14.07,0.273,8,Monday,2024-03
2024-03-25 10:00:00,Instagram,Image,4479,531,44,119,183,46,694,15.49,1.027,10,Monday,2024-03
2024-03-25 12:00:00,Twitter,Carousel,4305,233,82,198,198,27,513,11.92,0.627,12,Monday,2024-03
2024-03-25 14:00:00,Facebook,Image,1971,261,30,58,107,16,349,17.71,0.812,14,Monday,2024-03
2024-03-25 16:00:00,Instagram,Carousel,5247,622,65,73,304,56,760,14.48,1.067,16,Monday,2024-03
2024-03-25 18:00:00,Twitter,Image,3109,400,75,138,62,16,613,19.72,0.515,18,Monday,2024-03
2024-03-25 20:00:00,Facebook,Video,4103,410,70,100,304,26,580,14.14,0.634,20,Monday,2024-03
2024-03-25 22:00:00,Instagram,Story,4946,427,123,147,151,32,697,14.09,0.647,22,Monday,2024-03
2024-03-26 00:00:00,Twitter,Image,3645,433,69,73,261,39,575,15.78,1.07,0,Tuesday,2024-03
2024-03-26 02:00:00,Instagram,Image,5005,297,38,245,360,54,580,11.59,1.079,2,Tuesday,2024-03
2024-03-26 04:00:00,Facebook,Carousel,3726,389,59,44,241,24,492,13.2,0.644,4,Tuesday,2024-03
2024-03-26 06:00:00,Facebook,Image,3598,376,54,106,109,14,536,14.9,0.389,6,Tuesday,2024-03
2024-03-26 08:00:00,Facebook,Video,4161,571,33,86,230,32,690,16.58,0.769,8,Tuesday,2024-03
2024-03-26 10:00:00,Twitter,Image,2842,157,59,117,97,11,333,11.72,0.387,10,Tuesday,2024-03
2024-03-26 12:00:00,Facebook,Text,1274,104,20,22,59,9,146,11.46,0.706,12,Tuesday,2024-03
2024-03-26 14:00:00,Facebook,Carousel,3831,278,78,167,151,39,523,13.65,1.018,14,Tuesday,2024-03
2024-03-26 16:00:00,Instagram,Carousel,5503,719,67,118,275,33,904,16.43,0.6,16,Tuesday,2024-03
2024-03-26 18:00:00,Facebook,Carousel,5388,401,101,217,383,63,719,13.34,1.169,18,Tuesday,2024-03
2024-03-26 20:00:00,Instagram,Video,7931,629,147,230,631,71,1006,12.68,0.895,20,Tuesday,2024-03
2024-03-26 22:00:00,Twitter,Image,2410,325,52,111,165,14,488,20.25,0.581,22,Tuesday,2024-03
2024-03-27 00:00:00,Instagram,Story,3485,146,53,105,179,40,304,8.72,1.148,0,Wednesday,2024-03
2024-03-27 02:00:00,Instagram,Video,6120,802,50,151,278,30,1003,16.39,0.49,2,Wednesday,2024-03
2024-03-27 04:00:00,Instagram,Image,4591,446,101,193,128,40,740,16.12,0.871,4,Wednesday,2024-03
2024-03-27 06:00:00,Twitter,Image,4341,362,47,52,213,21,461,10.62,0.484,6,Wednesday,2024-03
2024-03-27 08:00:00,Instagram,Image,5169,604,51,61,366,5,716,13.85,0.097,8,Wednesday,2024-03
2024-03-27 10:00:00,Twitter,Text,1065,142,18,24,37,1,184,17.28,0.094,10,Wednesday,2024-03
2024-03-27 12:00:00,Instagram,Video,6774,685,56,210,375,28,951,14.04,0.413,12,Wednesday,2024-03
2024-03-27 14:00:00,Instagram,Image,4189,182,24,46,269,18,252,6.02,0.43,14,Wednesday,2024-03
2024-03-27 16:00:00,Twitter,Video,4866,415,74,187,177,11,676,13.89,0.226,16,Wednesday,2024-03
2024-03-27 18:00:00,Facebook,Text,2779,265,32,76,163,17,373,13.42,0.612,18,Wednesday,2024-03
2024-03-27 20:00:00,Instagram,Video,7843,893,149,246,476,83,1288,16.42,1.058,20,Wednesday,2024-03
2024-03-27 22:00:00,Twitter,Image,4952,412,65,200,272,8,677,13.67,0.162,22,Wednesday,2024-03
2024-03-28 00:00:00,Facebook,Carousel,4305,582,26,145,196,19,753,17.49,0.441,0,Thursday,2024-03
2024-03-28 02:00:00,Twitter,Carousel,4798,235,77,139,126,37,451,9.4,0.771,2,Thursday,2024-03
2024-03-28 04:00:00,Instagram,Image,5191,677,68,249,373,22,994,19.15,0.424,4,Thursday,2024-03
2024-03-28 06:00:00,Instagram,Image,5115,286,70,133,278,37,489,9.56,0.723,6,Thursday,2024-03
2024-03-28 08:00:00,Facebook,Image,2852,143,63,63,223,6,269,9.43,0.21,8,Thursday,2024-03
2024-03-28 10:00:00,Instagram,Image,5830,791,39,112,132,51,942,16.16,0.875,10,Thursday,2024-03
2024-03-28 12:00:00,Facebook,Video,4307,572,72,151,304,18,795,18.46,0.418,12,Thursday,2024-03
2024-03-28 14:00:00,Twitter,Image,4114,310,95,189,323,44,594,14.44,1.07,14,Thursday,2024-03
2024-03-28 16:00:00,Facebook,Image,2919,236,72,84,155,19,392,13.43,0.651,16,Thursday,2024-03
2024-03-28 18:00:00,Facebook,Image,2662,192,17,121,181,6,330,12.4,0.225,18,Thursday,2024-03
2024-03-28 20:00:00,Facebook,Carousel,4107,332,41,182,254,28,555,13.51,0.682,20,Thursday,2024-03
2024-03-28 22:00:00,Instagram,Text,3727,376,25,107,117,12,508,13.63,0.322,22,Thursday,2024-03
2024-03-29 00:00:00,Facebook,Carousel,4164,334,38,149,300,38,521,12.51,0.913,0,Friday,2024-03
2024-03-29 02:00:00,Twitter,Video,5325,675,83,213,151,25,971,18.23,0.469,2,Friday,2024-03
2024-03-29 04:00:00,Twitter,Video,5319,706,119,81,161,26,906,17.03,0.489,4,Friday,2024-03
2024-03-29 06:00:00,Twitter,Text,100,6,1,4,7,0,11,11.0,0.0,6,Friday,2024-03
2024-03-29 08:00:00,Facebook,Image,2874,174,44,92,185,9,310,10.79,0.313,8,Friday,2024-03
2024-03-29 10:00:00,Facebook,Video,5474,420,67,264,255,50,751,13.72,0.913,10,Friday,2024-03
2024-03-29 12:00:00,Facebook,Carousel,2970,288,67,86,227,9,441,14.85,0.303,12,Friday,2024-03
2024-03-29 14:00:00,Twitter,Carousel,4876,231,111,214,387,41,556,11.4,0.841,14,Friday,2024-03
2024-03-29 16:00:00,Twitter,Carousel,4347,340,102,118,227,25,560,12.88,0.575,16,Friday,2024-03
2024-03-29 18:00:00,Twitter,Image,4131,398,59,49,301,24,506,12.25,0.581,18,Friday,2024-03
2024-03-29 20:00:00,Instagram,Video,6353,256,62,242,164,69,560,8.81,1.086,20,Friday,2024-03
2024-03-29 22:00:00,Instagram,Text,2908,178,26,50,60,27,254,8.73,0.928,22,Friday,2024-03
2024-03-30 00:00:00,Instagram,Image,4729,278,50,137,365,17,465,9.83,0.359,0,Saturday,2024-03
2024-03-30 02:00:00,Instagram,Carousel,6604,747,91,144,312,11,982,14.87,0.167,2,Saturday,2024-03
2024-03-30 04:00:00,Instagram,Carousel,5340,600,33,257,168,57,890,16.67,1.067,4,Saturday,2024-03
2024-03-30 06:00:00,Instagram,Carousel,6442,779,156,187,409,32,1122,17.42,0.497,6,Saturday,2024-03
2024-03-30 08:00:00,Instagram,Image,4310,243,106,59,238,34,408,9.47,0.789,8,Saturday,2024-03
2024-03-30 10:00:00,Instagram,Image,3450,323,62,50,183,14,435,12.61,0.406,10,Saturday,2024-03
2024-03-30 12:00:00,Facebook,Carousel,2931,120,28,108,99,19,256,8.73,0.648,12,Saturday,2024-03
2024-03-30 14:00:00,Twitter,Story,2380,306,44,61,100,14,411,17.27,0.588,14,Saturday,2024-03
2024-03-30 16:00:00,Instagram,Text,3066,234,67,123,173,15,424,13.83,0.489,16,Saturday,2024-03
2024-03-30 18:00:00,Twitter,Video,4236,258,86,124,141,13,468,11.05,0.307,18,Saturday,2024-03
2024-03-30 20:00:00,Instagram,Video,7582,476,117,212,415,80,805,10.62,1.055,20,Saturday,2024-03
2024-03-30 22:00:00,Facebook,Text,1218,154,17,12,55,9,183,15.02,0.739,22,Saturday,2024-03
2024-03-31 00:00:00,Facebook,Carousel,5226,289,93,90,339,24,472,9.03,0.459,0,Sunday,2024-03
2024-03-31 02:00:00,Instagram,Story,4655,516,27,122,290,16,665,14.29,0.344,2,Sunday,2024-03
2024-03-31 04:00:00,Twitter,Video,5548,547,66,162,309,34,775,13.97,0.613,4,Sunday,2024-03
2024-03-31 06:00:00,Facebook,Carousel,4607,505,62,83,151,4,650,14.11,0.087,6,Sunday,2024-03
2024-03-31 08:00:00,Facebook,Carousel,4478,534,40,216,224,49,790,17.64,1.094,8,Sunday,2024-03
2024-03-31 10:00:00,Twitter,Carousel,3489,386,67,46,115,3,499,14.3,0.086,10,Sunday,2024-03
2024-03-31 12:00:00,Twitter,Image,2458,291,28,105,68,7,424,17.25,0.285,12,Sunday,2024-03
2024-03-31 14:00:00,Instagram,Video,8230,609,108,197,541,17,914,11.11,0.207,14,Sunday,2024-03
2024-03-31 16:00:00,Facebook,Carousel,4448,207,106,219,112,18,532,11.96,0.405,16,Sunday,2024-03
2024-03-31 18:00:00,Instagram,Image,4143,320,85,140,243,38,545,13.15,0.917,18,Sunday,2024-03
2024-03-31 20:00:00,Facebook,Image,3310,426,62,59,151,21,547,16.53,0.634,20,Sunday,2024-03
2024-03-31 22:00:00,Twitter,Text,3278,149,78,49,202,21,276,8.42,0.641,22,Sunday,2024-03
2024-04-01 00:00:00,Twitter,Image,3265,205,24,80,115,21,309,9.46,0.643,0,Monday,2024-04
2024-04-01 02:00:00,Twitter,Story,3823,522,63,174,225,23,759,19.85,0.602,2,Monday,2024-04
2024-04-01 04:00:00,Instagram,Video,7124,903,77,107,508,53,1087,15.26,0.744,4,Monday,2024-04
2024-04-01 06:00:00,Instagram,Carousel,6780,874,161,82,339,34,1117,16.47,0.501,6,Monday,2024-04
2024-04-01 08:00:00,Instagram,Text,3684,250,59,141,103,36,450,12.21,0.977,8,Monday,2024-04
2024-04-01 10:00:00,Instagram,Video,7621,766,182,179,201,50,1127,14.79,0.656,10,Monday,2024-04
2024-04-01 12:00:00,Facebook,Video,2675,124,46,89,98,29,259,9.68,1.084,12,Monday,2024-04
2024-04-01 14:00:00,Instagram,Image,4844,341,67,153,126,54,561,11.58,1.115,14,Monday,2024-04
2024-04-01 16:00:00,Instagram,Video,6640,522,112,202,409,10,836,12.59,0.151,16,Monday,2024-04
2024-04-01 18:00:00,Facebook,Carousel,3472,237,74,45,247,6,356,10.25,0.173,18,Monday,2024-04
2024-04-01 20:00:00,Facebook,Text,1330,134,10,16,43,3,160,12.03,0.226,20,Monday,2024-04
2024-04-01 22:00:00,Facebook,Image,3638,259,55,122,245,29,436,11.98,0.797,22,Monday,2024-04
2024-04-02 00:00:00,Facebook,Image,1662,145,22,72,56,1,239,14.38,0.06,0,Tuesday,2024-04
2024-04-02 02:00:00,Instagram,Image,5901,620,53,269,422,10,942,15.96,0.169,2,Tuesday,2024-04
2024-04-02 04:00:00,Instagram,Carousel,5840,589,61,225,325,26,875,14.98,0.445,4,Tuesday,2024-04
2024-04-02 06:00:00,Facebook,Video,3697,157,73,68,259,20,298,8.06,0.541,6,Tuesday,2024-04
2024-04-02 08:00:00,Twitter,Carousel,4977,628,61,91,331,28,780,15.67,0.563,8,Tuesday,2024-04
2024-04-02 10:00:00,Instagram,Carousel,6018,356,138,107,129,7,601,9.99,0.116,10,Tuesday,2024-04
2024-04-02 12:00:00,Facebook,Carousel,4852,344,55,114,295,7,513,10.57,0.144,12,Tuesday,2024-04
2024-04-02 14:00:00,Instagram,Video,8117,1078,76,405,245,77,1559,19.21,0.949,14,Tuesday,2024-04
2024-04-02 16:00:00,Instagram,Carousel,7143,683,157,161,367,45,1001,14.01,0.63,16,Tuesday,2024-04
2024-04-02 18:00:00,Twitter,Video,4503,339,102,74,130,33,515,11.44,0.733,18,Tuesday,2024-04
2024-04-02 20:00:00,Twitter,Video,4249,335,101,84,255,38,520,12.24,0.894,20,Tuesday,2024-04
2024-04-02 22:00:00,Twitter,Story,3329,282,79,131,158,24,492,14.78,0.721,22,Tuesday,2024-04
2024-04-03 00:00:00,Instagram,Carousel,6487,829,78,142,212,9,1049,16.17,0.139,0,Wednesday,2024-04
2024-04-03 02:00:00,Facebook,Video,5811,257,130,215,346,45,602,10.36,0.774,2,Wednesday,2024-04
2024-04-03 04:00:00,Instagram,Video,7146,907,87,336,442,27,1330,18.61,0.378,4,Wednesday,2024-04
2024-04-03 06:00:00,Instagram,Video,8154,786,127,126,452,36,1039,12.74,0.442,6,Wednesday,2024-04
2024-04-03 08:00:00,Facebook,Image,3497,376,42,106,211,40,524,14.98,1.144,8,Wednesday,2024-04
2024-04-03 10:00:00,Facebook,Video,4741,309,106,222,285,53,637,13.44,1.118,10,Wednesday,2024-04
2024-04-03 12:00:00,Facebook,Video,4904,540,28,226,240,29,794,16.19,0.591,12,Wednesday,2024-04
2024-04-03 14:00:00,Facebook,Image,2704,261,21,77,188,3,359,13.28,0.111,14,Wednesday,2024-04
2024-04-03 16:00:00,Twitter,Carousel,5433,651,129,186,191,60,966,17.78,1.104,16,Wednesday,2024-04
2024-04-03 18:00:00,Twitter,Carousel,3689,433,60,139,278,32,632,17.13,0.867,18,Wednesday,2024-04
2024-04-03 20:00:00,Instagram,Carousel,6981,307,88,183,209,8,578,8.28,0.115,20,Wednesday,2024-04
2024-04-03 22:00:00,Twitter,Video,4420,235,79,186,350,21,500,11.31,0.475,22,Wednesday,2024-04
2024-04-04 00:00:00,Instagram,Text,3215,182,62,129,81,33,373,11.6,1.026,0,Thursday,2024-04
2024-04-04 02:00:00,Instagram,Story,4167,505,23,56,95,19,584,14.01,0.456,2,Thursday,2024-04
2024-04-04 04:00:00,Twitter,Story,5406,360,125,133,122,23,618,11.43,0.425,4,Thursday,2024-04
2024-04-04 06:00:00,Twitter,Story,3605,335,47,75,100,36,457,12.68,0.999,6,Thursday,2024-04
2024-04-04 08:00:00,Instagram,Text,3882,434,49,179,208,23,662,17.05,0.592,8,Thursday,2024-04
2024-04-04 10:00:00,Instagram,Image,3314,346,79,138,74,15,563,16.99,0.453,10,Thursday,2024-04
2024-04-04 12:00:00,Twitter,Video,3556,391,76,139,282,14,606,17.04,0.394,12,Thursday,2024-04
2024-04-04 14:00:00,Instagram,Carousel,5601,714,113,137,358,12,964,17.21,0.214,14,Thursday,2024-04
2024-04-04 16:00:00,Facebook,Carousel,3770,260,68,134,122,5,462,12.25,0.133,16,Thursday,2024-04
2024-04-04 18:00:00,Twitter,Carousel,5329,444,87,240,403,36,771,14.47,0.676,18,Thursday,2024-04
2024-04-04 20:00:00,Twitter,Image,2899,332,26,72,168,3,430,14.83,0.103,20,Thursday,2024-04
2024-04-04 22:00:00,Twitter,Video,6374,715,138,165,298,66,1018,15.97,1.035,22,Thursday,2024-04
2024-04-05 00:00:00,Facebook,Image,2212,160,41,71,65,9,272,12.3,0.407,0,Friday,2024-04
2024-04-05 02:00:00,Instagram,Text,3464,450,64,171,228,39,685,19.77,1.126,2,Friday,2024-04
2024-04-05 04:00:00,Twitter,Carousel,4703,197,86,135,191,49,418,8.89,1.042,4,Friday,2024-04
2024-04-05 06:00:00,Twitter,Image,2631,329,14,90,110,14,433,16.46,0.532,6,Friday,2024-04
2024-04-05 08:00:00,Instagram,Image,4088,549,35,149,246,15,733,17.93,0.367,8,Friday,2024-04
2024-04-05 10:00:00,Facebook,Image,3518,254,76,142,139,24,472,13.42,0.682,10,Friday,2024-04
2024-04-05 12:00:00,Facebook,Story,1826,227,35,87,112,20,349,19.11,1.095,12,Friday,2024-04
2024-04-05 14:00:00,Twitter,Carousel,4136,394,70,202,242,5,666,16.1,0.121,14,Friday,2024-04
2024-04-05 16:00:00,Facebook,Story,2907,347,48,107,230,5,502,17.27,0.172,16,Friday,2024-04
2024-04-05 18:00:00,Facebook,Image,3013,321,32,107,170,8,460,15.27,0.266,18,Friday,2024-04
2024-04-05 20:00:00,Twitter,Carousel,4573,241,47,198,181,29,486,10.63,0.634,20,Friday,2024-04
2024-04-05 22:00:00,Facebook,Video,3483,467,33,89,196,32,589,16.91,0.919,22,Friday,2024-04
2024-04-06 00:00:00,Twitter,Carousel,3594,152,45,56,225,29,253,7.04,0.807,0,Saturday,2024-04
2024-04-06 02:00:00,Twitter,Image,3775,167,82,75,173,31,324,8.58,0.821,2,Saturday,2024-04
2024-04-06 04:00:00,Twitter,Image,1867,86,24,75,139,10,185,9.91,0.536,4,Saturday,2024-04
2024-04-06 06:00:00,Facebook,Carousel,2038,167,38,97,73,11,302,14.82,0.54,6,Saturday,2024-04
2024-04-06 08:00:00,Instagram,Text,3077,157,54,53,155,20,264,8.58,0.65,8,Saturday,2024-04
2024-04-06 10:00:00,Facebook,Video,5497,701,78,116,186,58,895,16.28,1.055,10,Saturday,2024-04
2024-04-06 12:00:00,Facebook,Story,2299,134,47,66,94,11,247,10.74,0.478,12,Saturday,2024-04
2024-04-06 14:00:00,Instagram,Image,3520,440,56,136,259,38,632,17.95,1.08,14,Saturday,2024-04
2024-04-06 16:00:00,Facebook,Image,3071,130,38,140,112,12,308,10.03,0.391,16,Saturday,2024-04
2024-04-06 18:00:00,Instagram,Video,7097,498,122,195,451,76,815,11.48,1.071,18,Saturday,2024-04
2024-04-06 20:00:00,Instagram,Image,3653,486,37,58,92,26,581,15.9,0.712,20,Saturday,2024-04
2024-04-06 22:00:00,Twitter,Image,3698,189,28,81,136,28,298,8.06,0.757,22,Saturday,2024-04
2024-04-07 00:00:00,Instagram,Video,7651,506,75,372,156,81,953,12.46,1.059,0,Sunday,2024-04
2024-04-07 02:00:00,Facebook,Image,3347,200,80,79,155,29,359,10.73,0.866,2,Sunday,2024-04
2024-04-07 04:00:00,Facebook,Text,307,29,6,3,6,1,38,12.38,0.326,4,Sunday,2024-04
2024-04-07 06:00:00,Twitter,Video,5780,307,105,107,265,18,519,8.98,0.311,6,Sunday,2024-04
2024-04-07 08:00:00,Instagram,Story,3246,137,19,156,92,28,312,9.61,0.863,8,Sunday,2024-04
2024-04-07 10:00:00,Instagram,Image,4601,215,32,139,220,52,386,8.39,1.13,10,Sunday,2024-04
2024-04-07 12:00:00,Twitter,Carousel,3369,254,80,114,184,11,448,13.3,0.327,12,Sunday,2024-04
2024-04-07 14:00:00,Facebook,Image,4592,205,109,103,213,10,417,9.08,0.218,14,Sunday,2024-04
2024-04-07 16:00:00,Twitter,Video,4960,638,97,82,267,22,817,16.47,0.444,16,Sunday,2024-04
2024-04-07 18:00:00,Instagram,Video,7347,424,162,192,322,21,778,10.59,0.286,18,Sunday,2024-04
2024-04-07 20:00:00,Twitter,Video,5882,448,141,281,168,17,870,14.79,0.289,20,Sunday,2024-04
2024-04-07 22:00:00,Twitter,Video,4880,616,62,49,177,36,727,14.9,0.738,22,Sunday,2024-04
2024-04-08 00:00:00,Facebook,Carousel,3349,170,78,134,185,31,382,11.41,0.926,0,Monday,2024-04
2024-04-08 02:00:00,Instagram,Story,4287,355,86,106,148,38,547,12.76,0.886,2,Monday,2024-04
2024-04-08 04:00:00,Facebook,Story,2765,207,64,130,95,27,401,14.5,0.976,4,Monday,2024-04
2024-04-08 06:00:00,Twitter,Carousel,4119,343,96,115,266,25,554,13.45,0.607,6,Monday,2024-04
2024-04-08 08:00:00,Facebook,Video,3937,324,79,134,241,16,537,13.64,0.406,8,Monday,2024-04
2024-04-08 10:00:00,Instagram,Image,4008,353,23,171,318,21,547,13.65,0.524,10,Monday,2024-04
2024-04-08 12:00:00,Twitter,Image,4133,490,41,167,253,18,698,16.89,0.436,12,Monday,2024-04
2024-04-08 14:00:00,Facebook,Video,5750,543,45,161,419,32,749,13.03,0.557,14,Monday,2024-04
2024-04-08 16:00:00,Instagram,Image,4744,280,78,143,208,10,501,10.56,0.211,16,Monday,2024-04
2024-04-08 18:00:00,Facebook,Image,3718,303,24,51,167,16,378,10.17,0.43,18,Monday,2024-04
2024-04-08 20:00:00,Twitter,Image,3044,352,47,116,108,34,515,16.92,1.117,20,Monday,2024-04
2024-04-08 22:00:00,Instagram,Image,5032,468,108,123,130,42,699,13.89,0.835,22,Monday,2024-04
2024-04-09 00:00:00,Instagram,Story,4040,239,70,198,193,40,507,12.55,0.99,0,Tuesday,2024-04
2024-04-09 02:00:00,Twitter,Story,2688,244,40,126,197,25,410,15.25,0.93,2,Tuesday,2024-04
2024-04-09 04:00:00,Instagram,Image,4822,300,66,141,337,52,507,10.51,1.078,4,Tuesday,2024-04
2024-04-09 06:00:00,Twitter,Text,459,37,2,20,13,3,59,12.85,0.654,6,Tuesday,2024-04
2024-04-09 08:00:00,Instagram,Text,2643,366,18,71,101,28,455,17.22,1.059,8,Tuesday,2024-04
2024-04-09 10:00:00,Twitter,Image,2931,372,28,38,168,13,438,14.94,0.444,10,Tuesday,2024-04
2024-04-09 12:00:00,Instagram,Image,4418,235,82,81,315,7,398,9.01,0.158,12,Tuesday,2024-04
2024-04-09 14:00:00,Facebook,Image,2830,174,70,77,175,8,321,11.34,0.283,14,Tuesday,2024-04
2024-04-09 16:00:00,Facebook,Text,2873,205,61,98,124,20,364,12.67,0.696,16,Tuesday,2024-04
2024-04-09 18:00:00,Facebook,Story,3099,302,25,80,125,16,407,13.13,0.516,18,Tuesday,2024-04
2024-04-09 20:00:00,Twitter,Video,5034,674,54,134,338,35,862,17.12,0.695,20,Tuesday,2024-04
2024-04-09 22:00:00,Instagram,Image,5784,547,35,150,209,69,732,12.66,1.193,22,Tuesday,2024-04
2024-04-10 00:00:00,Facebook,Carousel,4197,451,49,133,295,44,633,15.08,1.048,0,Wednesday,2024-04
2024-04-10 02:00:00,Instagram,Image,4221,236,49,98,95,31,383,9.07,0.734,2,Wednesday,2024-04
2024-04-10 04:00:00,Instagram,Video,6927,789,121,173,197,60,1083,15.63,0.866,4,Wednesday,2024-04
2024-04-10 06:00:00,Instagram,Story,4867,610,91,52,160,8,753,15.47,0.164,6,Wednesday,2024-04
2024-04-10 08:00:00,Twitter,Carousel,5385,274,117,173,330,62,564,10.47,1.151,8,Wednesday,2024-04
2024-04-10 10:00:00,Facebook,Story,2856,138,65,42,124,29,245,8.58,1.015,10,Wednesday,2024-04
2024-04-10 12:00:00,Twitter,Story,2891,287,55,125,78,28,467,16.15,0.969,12,Wednesday,2024-04
2024-04-10 14:00:00,Twitter,Carousel,4888,430,68,131,247,55,629,12.87,1.125,14,Wednesday,2024-04
2024-04-10 16:00:00,Instagram,Image,4984,289,97,211,302,38,597,11.98,0.762,16,Wednesday,2024-04
2024-04-10 18:00:00,Facebook,Carousel,3691,356,82,158,100,38,596,16.15,1.03,18,Wednesday,2024-04
2024-04-10 20:00:00,Twitter,Video,3901,495,53,165,139,4,713,18.28,0.103,20,Wednesday,2024-04
2024-04-10 22:00:00,Twitter,Carousel,3734,334,26,150,136,21,510,13.66,0.562,22,Wednesday,2024-04
2024-04-11 00:00:00,Instagram,Video,7001,827,56,251,525,59,1134,16.2,0.843,0,Thursday,2024-04
2024-04-11 02:00:00,Facebook,Carousel,3256,394,23,65,239,28,482,14.8,0.86,2,Thursday,2024-04
2024-04-11 04:00:00,Twitter,Video,6238,507,36,258,378,38,801,12.84,0.609,4,Thursday,2024-04
2024-04-11 06:00:00,Instagram,Video,8152,1059,95,177,589,79,1331,16.33,0.969,6,Thursday,2024-04
2024-04-11 08:00:00,Instagram,Video,6321,388,114,160,443,72,662,10.47,1.139,8,Thursday,2024-04
2024-04-11 10:00:00,Twitter,Video,5155,621,64,214,211,14,899,17.44,0.272,10,Thursday,2024-04
2024-04-11 12:00:00,Twitter,Carousel,4083,532,39,74,319,5,645,15.8,0.122,12,Thursday,2024-04
2024-04-11 14:00:00,Instagram,Carousel,5539,656,63,63,415,14,782,14.12,0.253,14,Thursday,2024-04
2024-04-11 16:00:00,Facebook,Image,1432,66,8,20,34,13,94,6.56,0.908,16,Thursday,2024-04
2024-04-11 18:00:00,Instagram,Video,7513,665,89,200,569,82,954,12.7,1.091,18,Thursday,2024-04
2024-04-11 20:00:00,Twitter,Video,5614,404,70,193,322,35,667,11.88,0.623,20,Thursday,2024-04
2024-04-11 22:00:00,Facebook,Video,4757,380,117,203,219,42,700,14.72,0.883,22,Thursday,2024-04
2024-04-12 00:00:00,Twitter,Video,4727,355,61,50,325,23,466,9.86,0.487,0,Friday,2024-04
2024-04-12 02:00:00,Twitter,Story,2653,260,17,45,194,20,322,12.14,0.754,2,Friday,2024-04
2024-04-12 04:00:00,Instagram,Video,6039,759,150,212,408,57,1121,18.56,0.944,4,Friday,2024-04
2024-04-12 06:00:00,Instagram,Image,3760,284,61,162,230,4,507,13.48,0.106,6,Friday,2024-04
2024-04-12 08:00:00,Facebook,Video,3759,237,86,43,124,16,366,9.74,0.426,8,Friday,2024-04
2024-04-12 10:00:00,Twitter,Video,4789,486,75,89,142,17,650,13.57,0.355,10,Friday,2024-04
2024-04-12 12:00:00,Facebook,Image,1385,186,19,17,88,6,222,16.03,0.433,12,Friday,2024-04
2024-04-12 14:00:00,Instagram,Carousel,5865,617,62,192,389,65,871,14.85,1.108,14,Friday,2024-04
2024-04-12 16:00:00,Instagram,Video,6529,564,153,300,165,16,1017,15.58,0.245,16,Friday,2024-04
2024-04-12 18:00:00,Instagram,Video,6229,557,44,148,180,49,749,12.02,0.787,18,Friday,2024-04
2024-04-12 20:00:00,Twitter,Image,4263,535,31,160,189,13,726,17.03,0.305,20,Friday,2024-04
2024-04-12 22:00:00,Instagram,Video,5859,470,38,221,206,25,729,12.44,0.427,22,Friday,2024-04
2024-04-13 00:00:00,Facebook,Video,6694,648,88,118,433,16,854,12.76,0.239,0,Saturday,2024-04
2024-04-13 02:00:00,Twitter,Text,1718,86,32,31,65,10,149,8.67,0.582,2,Saturday,2024-04
2024-04-13 04:00:00,Facebook,Carousel,5069,518,90,195,190,23,803,15.84,0.454,4,Saturday,2024-04
2024-04-13 06:00:00,Instagram,Carousel,5502,461,61,271,378,15,793,14.41,0.273,6,Saturday,2024-04
2024-04-13 08:00:00,Facebook,Image,2429,226,53,95,80,13,374,15.4,0.535,8,Saturday,2024-04
2024-04-13 10:00:00,Facebook,Image,2554,231,54,111,190,16,396,15.51,0.626,10,Saturday,2024-04
2024-04-13 12:00:00,Facebook,Image,2262,218,22,61,131,8,301,13.31,0.354,12,Saturday,2024-04
2024-04-13 14:00:00,Facebook,Carousel,3909,176,20,42,80,8,238,6.09,0.205,14,Saturday,2024-04
2024-04-13 16:00:00,Facebook,Carousel,3032,420,33,45,159,31,498,16.42,1.022,16,Saturday,2024-04
2024-04-13 18:00:00,Twitter,Video,4551,490,49,147,286,41,686,15.07,0.901,18,Saturday,2024-04
2024-04-13 20:00:00,Instagram,Image,5164,655,85,140,302,51,880,17.04,0.988,20,Saturday,2024-04
2024-04-13 22:00:00,Instagram,Image,4798,194,119,83,231,50,396,8.25,1.042,22,Saturday,2024-04
2024-04-14 00:00:00,Facebook,Story,2416,128,31,41,101,12,200,8.28,0.497,0,Sunday,2024-04
2024-04-14 02:00:00,Twitter,Carousel,2930,408,72,42,186,4,522,17.82,0.137,2,Sunday,2024-04
2024-04-14 04:00:00,Facebook,Image,2440,156,37,80,81,22,273,11.19,0.902,4,Sunday,2024-04
